Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q5ZJU5	NUSAP_CHICK	reviewed	Nucleolar and spindle-associated protein 1 (NuSAP)	NUSAP1 RCJMB04_15k16	Gallus gallus (Chicken)	466
Q5ZKK5	ODFP2_CHICK	reviewed	Outer dense fiber protein 2 (Cenexin) (Outer dense fiber of sperm tails protein 2)	ODF2 RCJMB04_10e12	Gallus gallus (Chicken)	822
P22328	OPSD_CHICK	reviewed	Rhodopsin	RHO	Gallus gallus (Chicken)	351
P22329	OPSR_CHICK	reviewed	Red-sensitive opsin (Iodopsin) (Red cone photoreceptor pigment)		Gallus gallus (Chicken)	362
Q5ZLK5	P4HA2_CHICK	reviewed	Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)	P4HA2 RCJMB04_5l17	Gallus gallus (Chicken)	534
Q5ZLV4	NSUN2_CHICK	reviewed	tRNA (cytosine(34)-C(5))-methyltransferase (EC 2.1.1.203) (NOL1/NOP2/Sun domain family member 2)	NSUN2 RCJMB04_4l11	Gallus gallus (Chicken)	796
Q71SY6	OAF_CHICK	reviewed	Out at first protein homolog (Protein V/NheI 1)	oaf	Gallus gallus (Chicken)	270
Q5ZKH8	ODR4_CHICK	reviewed	Protein odr-4 homolog	ODR4 RCJMB04_10l22	Gallus gallus (Chicken)	446
Q8QFP1	NSG1_CHICK	reviewed	Neuronal vesicle trafficking-associated protein 1 (Neuron-specific protein family member 1) (Protein LZ1)	NSG1	Gallus gallus (Chicken)	185
O42148	OAZ1_CHICK	reviewed	Ornithine decarboxylase antizyme 1 (ODC-Az)	OAZ	Gallus gallus (Chicken)	216
Q91049	OCLN_CHICK	reviewed	Occludin	OCLN	Gallus gallus (Chicken)	504
P28682	OPSB_CHICK	reviewed	Blue-sensitive opsin (Blue cone photoreceptor pigment)		Gallus gallus (Chicken)	361
P28684	OPSV_CHICK	reviewed	Violet-sensitive opsin (Violet cone opsin) (Violet cone photoreceptor pigment)		Gallus gallus (Chicken)	347
P28683	OPSG_CHICK	reviewed	Green-sensitive opsin (Green cone photoreceptor pigment)	PRA1	Gallus gallus (Chicken)	355
P51475	OPSP_CHICK	reviewed	Pinopsin (Pineal gland-specific opsin) (P-opsin) (Pineal opsin)		Gallus gallus (Chicken)	351
Q90Z16	OPTN_CHICK	reviewed	Optineurin (Ag9-C5) (FIP-2)	OPTN	Gallus gallus (Chicken)	556
P01013	OVALX_CHICK	reviewed	Ovalbumin-related protein X (Gene X protein) (Fragment)	SERPINB14C X	Gallus gallus (Chicken)	232
Q5ZK69	PAAF1_CHICK	reviewed	Proteasomal ATPase-associated factor 1 (WD repeat-containing protein 71)	PAAF1 WDR71 RCJMB04_12m19	Gallus gallus (Chicken)	392
O13154	PACN2_CHICK	reviewed	Protein kinase C and casein kinase substrate in neurons protein 2 (Focal adhesion protein of 52 kDa) (FAP52)	PACSIN2	Gallus gallus (Chicken)	448
Q9PRS8	OC17_CHICK	reviewed	Ovocleidin-17 (OC-17)		Gallus gallus (Chicken)	142
P37067	OLF1_CHICK	reviewed	Olfactory receptor-like protein COR1	COR1	Gallus gallus (Chicken)	318
P37069	OLF3_CHICK	reviewed	Olfactory receptor-like protein COR3	COR3	Gallus gallus (Chicken)	318
Q6JHU8	P3H1_CHICK	reviewed	Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Leucine- and proline-enriched proteoglycan 1 homolog) (Leprecan-1 homolog)	P3H1 LEPRE1	Gallus gallus (Chicken)	725
P28361	MSX1_CHICK	reviewed	Homeobox protein MSX-1 (Homeobox protein Hox-7) (CHOX-7) (Msh homeobox 1-like protein)	MSX1 HOX7	Gallus gallus (Chicken)	249
Q5ZJC8	MTEF3_CHICK	reviewed	Transcription termination factor 3, mitochondrial (mTERF domain-containing protein 1, mitochondrial)	MTERF3 MTERFD1 CGI-12 RCJMB04_19e6	Gallus gallus (Chicken)	405
Q5F452	MTMR8_CHICK	reviewed	Myotubularin-related protein 8 (EC 3.1.3.-)	MTMR8 RCJMB04_3d12	Gallus gallus (Chicken)	629
Q90WI4	MXRA8_CHICK	reviewed	Matrix remodeling-associated protein 8 (Plasma membrane protein 1B3)	MXRA8	Gallus gallus (Chicken)	437
P01103	MYB_CHICK	reviewed	Transcriptional activator Myb (Proto-oncogene c-Myb)	MYB	Gallus gallus (Chicken)	641
P02607	MYL6_CHICK	reviewed	Myosin light polypeptide 6 (G2 catalytic) (LC17-GI) (LC17-NM) (Myosin light chain alkali smooth-muscle/non-muscle isoforms)	MYL6	Gallus gallus (Chicken)	151
P37301	MYP0_CHICK	reviewed	Myelin protein P0 (Myelin peripheral protein) (MPP) (Myelin protein zero)	MPZ	Gallus gallus (Chicken)	249
Q5ZI27	NAIF1_CHICK	reviewed	Nuclear apoptosis-inducing factor 1	NAIF1 RCJMB04_31b24	Gallus gallus (Chicken)	330
Q5ZHX7	NB5R2_CHICK	reviewed	NADH-cytochrome b5 reductase 2 (b5R.2) (EC 1.6.2.2)	CYB5R2 RCJMB04_32e2	Gallus gallus (Chicken)	304
Q9IAL8	NCKX1_CHICK	reviewed	Sodium/potassium/calcium exchanger 1 (Na(+)/K(+)/Ca(2+)-exchange protein 1) (Retinal rod Na-Ca+K exchanger) (Solute carrier family 24 member 1)	SLC24A1 NCKX1	Gallus gallus (Chicken)	663
Q5ZJH2	NCLN_CHICK	reviewed	Nicalin (Nicastrin-like protein)	NCLN RCJMB04_18d18	Gallus gallus (Chicken)	562
P02565	MYH1B_CHICK	reviewed	Myosin-1B (Myosin heavy chain 1B, skeletal muscle) (Myosin heavy chain 3) (Myosin-3) (Myosin heavy chain, fast skeletal muscle, embryonic)	MYH1B MYH3	Gallus gallus (Chicken)	1940
Q9I8D1	MYO6_CHICK	reviewed	Unconventional myosin-VI (Unconventional myosin-6)	MYO6 CMY6	Gallus gallus (Chicken)	1276
P16419	MYPC2_CHICK	reviewed	Myosin-binding protein C, fast-type (Fast MyBP-C) (C-protein, skeletal muscle fast isoform)	MYBPC2	Gallus gallus (Chicken)	1132
Q90688	MYPC3_CHICK	reviewed	Myosin-binding protein C, cardiac-type (Cardiac MyBP-C) (C-protein, cardiac muscle isoform)	MYBPC3	Gallus gallus (Chicken)	1272
A7Y7W3	NANOG_CHICK	reviewed	Homeobox protein NANOG (Homeobox transcription factor Nanog) (cNanog)	NANOG	Gallus gallus (Chicken)	309
Q5ZM19	NCBP3_CHICK	reviewed	Nuclear cap-binding protein subunit 3	NCBP3 RCJMB04_3g9	Gallus gallus (Chicken)	604
Q5ZIG0	NCDN_CHICK	reviewed	Neurochondrin	NCDN RCJMB04_26k21	Gallus gallus (Chicken)	702
P79766	NDF4_CHICK	reviewed	Neurogenic differentiation factor 4 (NeuroD4) (NeuroM)	NEUROD4	Gallus gallus (Chicken)	330
P62758	NCALD_CHICK	reviewed	Neurocalcin-delta	NCALD	Gallus gallus (Chicken)	193
Q9IAL7	NCKX2_CHICK	reviewed	Sodium/potassium/calcium exchanger 2 (Na(+)/K(+)/Ca(2+)-exchange protein 2) (Retinal cone Na-Ca+K exchanger) (Solute carrier family 24 member 2)	SLC24A2 NCKX2	Gallus gallus (Chicken)	651
O57535	NDK_CHICK	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6)		Gallus gallus (Chicken)	153
P17926	NFIC_CHICK	reviewed	Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein)	NFIC NFI-C	Gallus gallus (Chicken)	439
Q03696	NGCA_CHICK	reviewed	Neuronal-glial cell adhesion molecule (Ng-CAM)		Gallus gallus (Chicken)	1266
Q01795	MYF6_CHICK	reviewed	Myogenic factor 6 (Myf-6) (Muscle-specific regulatory factor 4)	MYF6 MRF4	Gallus gallus (Chicken)	242
Q5ZHV2	NAA35_CHICK	reviewed	N-alpha-acetyltransferase 35, NatC auxiliary subunit (Protein MAK10 homolog)	NAA35 MAK10 RCJMB04_32o21	Gallus gallus (Chicken)	725
Q5ZJI6	NATD1_CHICK	reviewed	Protein NATD1 (N-acetyltransferase domain-containing protein 1)	NATD1 GTLF3B RCJMB04_17n19	Gallus gallus (Chicken)	110
Q9DDD5	NBEA_CHICK	reviewed	Neurobeachin (Fragment)	NBEA	Gallus gallus (Chicken)	793
Q90YC9	NBL1_CHICK	reviewed	Neuroblastoma suppressor of tumorigenicity 1 (Cysteine knot secreted protein DAN) (cDAN)	NBL1 DAN	Gallus gallus (Chicken)	177
Q90923	NET3_CHICK	reviewed	Netrin-3 (Netrin-2) (Fragment)	NTN3 NTN2	Gallus gallus (Chicken)	581
Q8AXY6	MUSK_CHICK	reviewed	Muscle, skeletal receptor tyrosine protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)	MUSK	Gallus gallus (Chicken)	947
P52550	MYBA_CHICK	reviewed	Myb-related protein A (A-Myb) (Myb-like protein 1)	MYBL1 AMYB	Gallus gallus (Chicken)	757
Q08856	MYF5_CHICK	reviewed	Myogenic factor 5 (Myf-5)	MYF5	Gallus gallus (Chicken)	258
P10587	MYH11_CHICK	reviewed	Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, gizzard smooth muscle)	MYH11	Gallus gallus (Chicken)	1979
P11799	MYLK_CHICK	reviewed	Myosin light chain kinase, smooth muscle (MLCK) (EC 2.7.11.18) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]	Mylk	Gallus gallus (Chicken)	1906
Q5ZLE9	N4BP1_CHICK	reviewed	NEDD4-binding protein 1 (N4BP1)	N4BP1 RCJMB04_6i4	Gallus gallus (Chicken)	931
F1NXU8	NCLX_CHICK	reviewed	Mitochondrial sodium/calcium exchanger protein (Na(+)/K(+)/Ca(2+)-exchange protein 6) (Sodium/calcium exchanger protein, mitochondrial) (Sodium/potassium/calcium exchanger 6) (Solute carrier family 8 member B1)	SLC8B1 NCKX6 NCLX	Gallus gallus (Chicken)	593
Q5ZMI4	MVP_CHICK	reviewed	Major vault protein (MVP)	MVP RCJMB04_1p8	Gallus gallus (Chicken)	849
Q5ZMA6	NADE_CHICK	reviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase)	NADSYN1 RCJMB04_2l1	Gallus gallus (Chicken)	707
Q90597	MX_CHICK	reviewed	Interferon-induced GTP-binding protein Mx (Interferon-inducible Mx protein)	MX	Gallus gallus (Chicken)	705
Q03237	MYBB_CHICK	reviewed	Myb-related protein B (B-Myb) (Myb-like protein 2)	MYBL2 BMYB	Gallus gallus (Chicken)	686
Q05623	MYBPH_CHICK	reviewed	Myosin-binding protein H (MyBP-H) (86 kDa protein) (H-protein)	MYBPH	Gallus gallus (Chicken)	537
P18444	MYCN_CHICK	reviewed	N-myc proto-oncogene protein	MYCN	Gallus gallus (Chicken)	441
A5HNF6	MYD88_CHICK	reviewed	Myeloid differentiation primary response protein MyD88	MYD88 RCJMB04_14h3	Gallus gallus (Chicken)	299
Q90744	NAGAB_CHICK	reviewed	Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)	NAGA	Gallus gallus (Chicken)	405
Q5ZMV3	NC2B_CHICK	reviewed	Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (NC2-beta) (TATA-binding protein-associated phosphoprotein)	DR1 RCJMB04_1b9	Gallus gallus (Chicken)	176
Q76MS9	MSTN1_CHICK	reviewed	Musculoskeletal embryonic nuclear protein 1	MUSTN1 PD284	Gallus gallus (Chicken)	78
Q9PTD5	MTFR1_CHICK	reviewed	Mitochondrial fission regulator 1 (Chondrocyte protein with a poly-proline region)	MTFR1 CHPPR	Gallus gallus (Chicken)	335
Q98UI9	MUC5B_CHICK	reviewed	Mucin-5B (Ovomucin, alpha-subunit)	MUC5B	Gallus gallus (Chicken)	2108
F1NBL0	MUC6_CHICK	reviewed	Mucin-6 (Ovomucin, beta-subunit) (Fragment)	MUC6	Gallus gallus (Chicken)	1185
Q5ZKV8	KIF2A_CHICK	reviewed	Kinesin-like protein KIF2A	KIF2A RCJMB04_9a7	Gallus gallus (Chicken)	706
Q90640	KIF4_CHICK	reviewed	Chromosome-associated kinesin KIF4 (Chromokinesin)	KIF4 KIF4A	Gallus gallus (Chicken)	1225
P02450	KRFC_CHICK	reviewed	Feather keratin 1 (F-ker) (Keratin gene C protein)		Gallus gallus (Chicken)	98
P20763	LAC_CHICK	reviewed	Ig lambda chain C region		Gallus gallus (Chicken)	103
P05300	LAMP1_CHICK	reviewed	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (Lysosome membrane glycoprotein LEP100)	LAMP1	Gallus gallus (Chicken)	414
P00340	LDHA_CHICK	reviewed	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27)	LDHA	Gallus gallus (Chicken)	332
P02707	LECH_CHICK	reviewed	Hepatic lectin		Gallus gallus (Chicken)	207
Q5ZLN0	LRC40_CHICK	reviewed	Leucine-rich repeat-containing protein 40	LRRC40 RCJMB04_5h5	Gallus gallus (Chicken)	603
Q5ZI11	LRC45_CHICK	reviewed	Leucine-rich repeat-containing protein 45	LRRC45 RCJMB04_31i7	Gallus gallus (Chicken)	670
P51890	LUM_CHICK	reviewed	Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican)	LUM LDC	Gallus gallus (Chicken)	343
Q90881	LHX9_CHICK	reviewed	LIM/homeobox protein Lhx9 (LIM homeobox protein 9)	LHX9 LH-2A	Gallus gallus (Chicken)	397
Q8QFP8	LIMK1_CHICK	reviewed	LIM domain kinase 1 (LIMK-1) (chLIMK1) (EC 2.7.11.1)	LIMK1	Gallus gallus (Chicken)	662
Q8QGW7	LITAF_CHICK	reviewed	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog (LPS-induced TNF-alpha factor homolog) (Small integral membrane protein of lysosome/late endosome)	LITAF SIMPLE	Gallus gallus (Chicken)	148
Q5F3F5	LMBD2_CHICK	reviewed	LMBR1 domain-containing protein 2	LMBRD2 RCJMB04_18o10	Gallus gallus (Chicken)	688
Q5F425	LIN7C_CHICK	reviewed	Protein lin-7 homolog C (Lin-7C)	LIN7C RCJMB04_3l24	Gallus gallus (Chicken)	197
P11602	LIPL_CHICK	reviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	LPL	Gallus gallus (Chicken)	490
Q5ZI05	LMBD1_CHICK	reviewed	Probable lysosomal cobalamin transporter (LMBR1 domain-containing protein 1)	LMBRD1 RCJMB04_31k18	Gallus gallus (Chicken)	539
E1C2V1	LMBL1_CHICK	reviewed	Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog)	L3MBTL1 L3MBT L3MBTL	Gallus gallus (Chicken)	847
P13648	LMNA_CHICK	reviewed	Lamin-A	LMNA	Gallus gallus (Chicken)	657
E1C3U7	LOXL2_CHICK	reviewed	Lysyl oxidase homolog 2 (EC 1.4.3.13) (Lysyl oxidase-like protein 2)	LOXL2	Gallus gallus (Chicken)	774
Q5F464	LPP_CHICK	reviewed	Lipoma-preferred partner homolog	LPP RCJMB04_2l20	Gallus gallus (Chicken)	604
P27042	LYG_CHICK	reviewed	Lysozyme g (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Goose-type lysozyme)		Gallus gallus (Chicken)	211
Q90888	MAFB_CHICK	reviewed	Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	MAFB	Gallus gallus (Chicken)	311
Q789F3	MAF_CHICK	reviewed	Transcription factor Maf (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	MAF	Gallus gallus (Chicken)	359
Q5ZJ06	MAGT1_CHICK	reviewed	Magnesium transporter protein 1 (MagT1)	MAGT1 RCJMB04_22a7	Gallus gallus (Chicken)	328
Q5ZIM5	MAP1_CHICK	reviewed	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	METAP1 RCJMB04_24o19	Gallus gallus (Chicken)	385
O73737	MAP6_CHICK	reviewed	Microtubule-associated protein 6 homolog (MAP-6 homolog) (Stable tubule-only polypeptide homolog) (STOP)	MAP6 Nau	Gallus gallus (Chicken)	369
Q5ZIA2	MAP7_CHICK	reviewed	Ensconsin (Microtubule-associated protein 7) (MAP-7)	MAP7 RCJMB04_28m17	Gallus gallus (Chicken)	725
Q5ZKK1	MARE2_CHICK	reviewed	Microtubule-associated protein RP/EB family member 2	MAPRE2 RCJMB04_10e21	Gallus gallus (Chicken)	338
Q5ZJX7	MB12A_CHICK	reviewed	Multivesicular body subunit 12A (ESCRT-I complex subunit MVB12A) (Protein FAM125A)	MVB12A FAM125A RCJMB04_14j17	Gallus gallus (Chicken)	267
Q98TA4	MBL_CHICK	reviewed	Mannose-binding protein (MBP) (Mannan-binding protein)	MBL	Gallus gallus (Chicken)	254
Q5ZKW9	MBNL1_CHICK	reviewed	Muscleblind-like protein 1	MBNL1 RCJMB04_8n15	Gallus gallus (Chicken)	369
Q5ZHK9	LLPH_CHICK	reviewed	Protein LLP homolog (Protein LAPS18-like)	LLPH RCJMB04_37b22	Gallus gallus (Chicken)	114
P14731	LMNB1_CHICK	reviewed	Lamin-B1	LMNB1	Gallus gallus (Chicken)	584
P14732	LMNB2_CHICK	reviewed	Lamin-B2	LMNB2	Gallus gallus (Chicken)	600
P53413	LMX1B_CHICK	reviewed	LIM/homeobox protein LMX-1.2 (Homeobox protein LMX-1) (LIM/homeobox protein 1) (LMX)	LMX1B LMX LMX1	Gallus gallus (Chicken)	400
P98157	LRP1_CHICK	reviewed	Low-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR)	LRP1	Gallus gallus (Chicken)	4543
Q5ZML5	LSM12_CHICK	reviewed	Protein LSM12 homolog	LSM12 RCJMB04_1k23	Gallus gallus (Chicken)	194
Q90890	LY86_CHICK	reviewed	Lymphocyte antigen 86 (Ly-86) (Protein MD-1)	LY86 MD1	Gallus gallus (Chicken)	160
E1BZ85	MARF1_CHICK	reviewed	Meiosis regulator and mRNA stability factor 1 (Limkain-b1) (Meiosis arrest female protein 1 homolog)	MARF1 LKAP	Gallus gallus (Chicken)	1741
Q5ZI42	MCTS1_CHICK	reviewed	Malignant T-cell-amplified sequence 1 (MCT-1)	MCTS1 RCJMB04_30h12	Gallus gallus (Chicken)	181
Q5ZLK6	KI18B_CHICK	reviewed	Kinesin-like protein KIF18B	KIF18B RCJMB04_5l15	Gallus gallus (Chicken)	797
Q5ZKD9	KLH20_CHICK	reviewed	Kelch-like protein 20	KLHL20 RCJMB04_11i2	Gallus gallus (Chicken)	610
Q5ZI33	KLHL7_CHICK	reviewed	Kelch-like protein 7	KLHL7 RCJMB04_30p4	Gallus gallus (Chicken)	586
P00548	KPYM_CHICK	reviewed	Pyruvate kinase PKM (EC 2.7.1.40)	PKM	Gallus gallus (Chicken)	530
P18652	KS6AA_CHICK	reviewed	Ribosomal protein S6 kinase 2 alpha (EC 2.7.11.1) (MAP kinase-activated protein kinase 1) (MAPK-activated protein kinase 1) (MAPKAP kinase 1) (MAPKAPK-1) (Ribosomal protein S6 kinase II alpha) (S6KII-alpha) (p90-RSK)	RPS6KA RSK	Gallus gallus (Chicken)	752
O42290	MAFA_CHICK	reviewed	Transcription factor MafA (Lens-specific Maf) (L-Maf)	MAFA	Gallus gallus (Chicken)	286
Q5F488	MAGI3_CHICK	reviewed	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3 (Membrane-associated guanylate kinase inverted 3) (MAGI-3)	MAGI3 RCJMB04_2d13	Gallus gallus (Chicken)	1128
Q5ZMW6	MDM1_CHICK	reviewed	Nuclear protein MDM1	MDM1 RCJMB04_1a5	Gallus gallus (Chicken)	691
Q5ZIP2	LTOR3_CHICK	reviewed	Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3)	LAMTOR3 RCJMB04_24i9	Gallus gallus (Chicken)	124
P28318	M126_CHICK	reviewed	Protein MRP-126		Gallus gallus (Chicken)	119
Q90596	MAFK_CHICK	reviewed	Transcription factor MafK	MAFK	Gallus gallus (Chicken)	156
Q5F336	MBLC2_CHICK	reviewed	Metallo-beta-lactamase domain-containing protein 2 (EC 3.-.-.-)	MBLAC2 RCJMB04_38d18	Gallus gallus (Chicken)	277
Q5ZIE8	MCAF1_CHICK	reviewed	Activating transcription factor 7-interacting protein 1 (MBD1-containing chromatin-associated factor 1)	ATF7IP MCAF1 RCJMB04_27g4	Gallus gallus (Chicken)	1085
Q5ZJZ6	NCBP1_CHICK	reviewed	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	NCBP1 CBP80 RCJMB04_14d7	Gallus gallus (Chicken)	793
Q90922	NET1_CHICK	reviewed	Netrin-1	NTN1	Gallus gallus (Chicken)	606
P24787	NEUV_CHICK	reviewed	Vasotocin-neurophysin VT [Cleaved into: Vasotocin (VT); Neurophysin VT]		Gallus gallus (Chicken)	161
P35608	NF1_CHICK	reviewed	Neurofibromin (Neurofibromatosis-related protein NF-1) (Fragment)	NF1	Gallus gallus (Chicken)	270
P17923	NFIA_CHICK	reviewed	Nuclear factor 1 A-type (NF1-A) (Nuclear factor 1/A) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/A) (NF-I/A) (NFI-A) (TGGCA-binding protein)	NFIA NFI-A	Gallus gallus (Chicken)	522
P05200	NGF_CHICK	reviewed	Beta-nerve growth factor (Beta-NGF)	NGF NGFB	Gallus gallus (Chicken)	243
Q5ZKD4	NPL_CHICK	reviewed	N-acetylneuraminate lyase (NALase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialate-pyruvate lyase) (Sialic acid aldolase) (Sialic acid lyase)	NPL RCJMB04_11j23	Gallus gallus (Chicken)	308
P51027	NRAM1_CHICK	reviewed	Natural resistance-associated macrophage protein 1 (NRAMP 1) (Solute carrier family 11 member 1)	SLC11A1 NRAMP1	Gallus gallus (Chicken)	555
P55807	NRT2_CHICK	reviewed	NAD(P)(+)--arginine ADP-ribosyltransferase 2 (EC 2.4.2.31) (Mono(ADP-ribosyl)transferase 2) (AT2)		Gallus gallus (Chicken)	312
Q5ZJC7	NOC4L_CHICK	reviewed	Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein)	NOC4L RCJMB04_19e8	Gallus gallus (Chicken)	508
Q5ZL79	NOL11_CHICK	reviewed	Nucleolar protein 11	NOL11 RCJMB04_7e21	Gallus gallus (Chicken)	723
Q90703	NOS2_CHICK	reviewed	Nitric oxide synthase, inducible (EC 1.14.13.39) (Inducible NO synthase) (Inducible NOS) (iNOS) (Macrophage NOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)	NOS2	Gallus gallus (Chicken)	1136
Q5ZL67	NF2L1_CHICK	reviewed	Endoplasmic reticulum membrane sensor NFE2L1 (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]	NFE2L1 NRF1 RCJMB04_7g14	Gallus gallus (Chicken)	772
Q90Z72	NFIL3_CHICK	reviewed	Nuclear factor interleukin-3-regulated protein (E4 promoter-binding protein 4) (cE4BP4 protein) (bZIP protein E4BP4)	NFIL3 E4BP4	Gallus gallus (Chicken)	458
Q90932	NFIX_CHICK	reviewed	Nuclear factor 1 X-type (NF1-X) (Nuclear factor 1/X) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/X) (NF-I/X) (NFI-X) (TGGCA-binding protein)	NFIX NFI-X	Gallus gallus (Chicken)	431
Q05199	NRG1_CHICK	reviewed	Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA)]	NRG1 ARIA	Gallus gallus (Chicken)	602
A7M7B9	NTH_CHICK	reviewed	Endonuclease III-like protein 1 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTHL1	Gallus gallus (Chicken)	281
Q91009	NTRK1_CHICK	reviewed	High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (Trk-A) (Fragment)	NTRK1 TRKA	Gallus gallus (Chicken)	778
P62167	NCS1_CHICK	reviewed	Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog) (Frequenin-like protein) (Frequenin-like ubiquitous protein)	NCS1 FLUP FREQ	Gallus gallus (Chicken)	190
P48306	NDUB4_CHICK	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (GGHPW) (NADH-ubiquinone oxidoreductase B15 subunit) (Protein Walter)	NDUFB4	Gallus gallus (Chicken)	133
P13724	NEUT_CHICK	reviewed	Neurotensin (NT)	NTS	Gallus gallus (Chicken)	13
Q5ZQU2	NPAS2_CHICK	reviewed	Neuronal PAS domain-containing protein 2 (Neuronal PAS2) (Member of PAS protein 4) (MOP4)	NPAS2 MOP4	Gallus gallus (Chicken)	815
Q9DDN6	NPY2R_CHICK	reviewed	Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor) (Y2 receptor)	NPY2R	Gallus gallus (Chicken)	385
Q9DE07	NBN_CHICK	reviewed	Nibrin (Nijmegen breakage syndrome protein 1 homolog)	NBN NBS1	Gallus gallus (Chicken)	753
P13590	NCAM1_CHICK	reviewed	Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1)	NCAM1	Gallus gallus (Chicken)	1091
Q5ZKR5	NCBP2_CHICK	reviewed	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)	NCBP2 CBP20 RCJMB04_9i16	Gallus gallus (Chicken)	168
Q5ZKH4	NDEL1_CHICK	reviewed	Nuclear distribution protein nudE-like 1	NDEL1 RCJMB04_10n4	Gallus gallus (Chicken)	343
Q5ZJY9	NEMP2_CHICK	reviewed	Nuclear envelope integral membrane protein 2	NEMP2 TMEM194B RCJMB04_14f14	Gallus gallus (Chicken)	447
Q90788	NKX25_CHICK	reviewed	Homeobox protein Nkx-2.5 (cNKx-2.5) (Homeobox protein NK-2 homolog E)	NKX-2.5 NKX2E	Gallus gallus (Chicken)	294
Q07598	NLTP_CHICK	reviewed	Non-specific lipid-transfer protein (NSL-TP) (EC 2.3.1.176) (Propanoyl-CoA C-acyltransferase) (SCP-chi) (SCPX) (Sterol carrier protein 2) (SCP-2) (Sterol carrier protein X) (SCP-X) (Fragment)	SCP2	Gallus gallus (Chicken)	547
Q5ZID0	NMRL1_CHICK	reviewed	NmrA-like family domain-containing protein 1	NMRAL1 RCJMB04_27o15	Gallus gallus (Chicken)	296
Q76I89	NDC80_CHICK	reviewed	Kinetochore protein NDC80 homolog (Kinetochore protein Hec1) (Kinetochore-associated protein 2)	NDC80 HEC1 KNTC2 RCJMB04_4o15	Gallus gallus (Chicken)	640
Q5ZMC9	NDE1_CHICK	reviewed	Nuclear distribution protein nudE homolog 1	NDE1 RCJMB04_2i10	Gallus gallus (Chicken)	342
